reviews.text,cleaned_text,sentiment
"I LOVE the Amazon Echo, it's everything I expected and more",love amazon echo everything expected,Positive
This is really the standard when it comes to ereaders. Super light weight and crystal clear.,really standard comes ereaders super light weight crystal clear,Positive
Good e-reader overall. I Bought it for my husband and he likes it. I have not heard any complaints.,good ereader overall bought husband likes heard complaints,Positive
I use my Amazon fire TV as a replacement for my cable box. I have an Amazon prime membership and I watch their content plus I use the service sling to watch live TV.,use amazon fire tv replacement cable box amazon prime membership watch content plus use service sling watch live tv,Positive
"Alexa is pretty good. Makes listening to music more fun. A lot of capabilities apart from just music.....news, games etc. We like it!",alexa pretty good makes listening music fun lot capabilities apart musicnews games etc like,Positive
"Bought this on Deal of the Day which surprised me since it is new to Best Buy. Just push the button and ask ""her"" to do something such as play favorite radio station or music from play list. Have ""her"" set timers and alarms to wake by. I haven't used half of the features of TAP. The sound is amazingly great for such a small device.",bought deal day surprised since new best buy push button ask something play favorite radio station music play list set timers alarms wake havent used half features tap sound amazingly great small device,Positive
I would not know where to start. It is the best among the the field of Android TV. Voice call is second to none. I have recommended it to more than 3 of my frieds.,would know start best among field android tv voice call second none recommended frieds,Positive
I need the Geek Squad to help me with the Amazon Prime I purchased it for 2 granddaughters but I don't want them to have access to my books.,need geek squad help amazon prime purchased granddaughters dont want access books,Positive
"Own a few dots, needed this for office area. The speaker is amazing and you can feel the quality. Alexa is here to stay.",dots needed office area speaker amazing feel quality alexa stay,Positive
"Great item, easy to use,would recommend to anybody want to use!",great item easy usewould recommend anybody want use,Positive
"Love this item, faster and better than firestick and other devices",love item faster better firestick devices,Positive
"I love it! Not only is it good for listening to music, it's great for asking questions too. I love being able to ask how my commute will be!Alexa is always gaining new skills too. Now it works with my home automation system!",love good listening music great asking questions love able ask commute bealexa always gaining new skills works home automation system,Positive
I purchased the Amazon Fire Tablet because I have had one for about 5 or 6 years. I wanted a tablet that was sturdy and would last because I purchased it for 2 of my grandchildren,purchased amazon fire tablet one years wanted tablet sturdy would last purchased grandchildren,Positive
Does what it says it does and is small and convenient!,says small convenient,Positive
Great product for all members of the family to have fun with,great product members family fun,Positive
The best gift for someone and you could download a lot of games,best gift someone could download lot games,Positive
I haven't finished setting this up. But the demo section explains how to setup. Alexa seems ready to follow the commands.,havent finished setting demo section explains setup alexa seems ready follow commands,Positive
I absolutely love this device. Makes my life so much easier.,absolutely love device makes life much easier,Positive
"Tablet easy to use and is great for face book, internet, watching movies, and reading. price was great.",tablet easy use great face book internet watching movies reading price great,Positive
This product is great for children. Easy to use and very inexpensive. Allows for enough storage and very durable!,product great children easy use inexpensive allows enough storage durable,Positive
Ordered for my daughter to replace an older version and she loves it. Larger screen and colored case are a big plus.,ordered daughter replace older version loves larger screen colored case big plus,Positive
I love it it was a gift for my niece she uses it a lot to extreme movies battery holds up very well,love gift niece uses lot extreme movies battery holds well,Positive
Awesome tablet for the price. Great experience in store there to help when I needed it and not hovering over me while I browsed,awesome tablet price great experience store help needed hovering browsed,Positive
Not a big reader but gave it to someone that is. She is happy so I think that should make me happy.time will tell,big reader gave someone happy think make happytime tell,Negative
This is better then the fire stick much faster streaming less lag,better fire stick much faster streaming less lag,Positive
muy bueno,muy bueno,Positive
"Pros: 5 Ghz wifi, supports expansion cardsCons: app store a little limited though there is apparently a workaround Other: the ads fed from Amazon are not terribly intrusiveOverall, the tablet seems to work well and is a good value,",pros ghz wifi supports expansion cardscons app store little limited though apparently workaround ads fed amazon terribly intrusiveoverall tablet seems work well good value,Positive
"Amazon's ""Alexa"" program is surprisingly intuitive (and the microphone can hear me from across the house). This product worked a lot better than I initially expected it to.",amazons alexa program surprisingly intuitive microphone hear across house product worked lot better initially expected,Positive
This product is the best item HANDS DOWN! Love IT!,product best item hands love,Positive
"Don't let the summary fool you; the reason this is the third one is because of the quality! I've bought one for myself, one for my son-in-law, and I bought this as a replacement for my mother, who uses it to read books in her tiny apartment. The Kindle Fire is extremely user-friendly, and I'd recommend it to anyone wanting an inexpensive but reliable tablet.",dont let summary fool reason third one quality ive bought one one soninlaw bought replacement mother uses read books tiny apartment kindle fire extremely userfriendly id recommend anyone wanting inexpensive reliable tablet,Positive
I have bought 3 of the amazon fire tv boxes. I love how many online services you can access via the fire. I would rate this a perfect 5 if it was not for the fact that the fire remote is so poorly made. 2 of the 3 remotes died before the batteries did. Sure you can use your phone to control the fire tv box but that is slow and should not have to be done. And dont try to get help from Amazon their idea of help is to have you buy a new fire tv box.,bought amazon fire tv boxes love many online services access via fire would rate perfect fact fire remote poorly made remotes died batteries sure use phone control fire tv box slow done dont try get help amazon idea help buy new fire tv box,Neutral
So what they have adds. My wife got it for $50 and I know on Black Friday it was $35. Where else are you going to find a color screen for that price. It works well and couldn't be happier.,adds wife got know black friday else going find color screen price works well couldnt happier,Positive
Bought this for my mother who is not so savvy with tablets but this one made it easy for her to use.,bought mother savvy tablets one made easy use,Positive
"After much contemplation between a Kindle and a Nook, I went with Kindle due to the number of kindle book purchases. However I LOVE the choice I made. I wanted to be able to read at night without the light. I can with this one and if I fall asleep then nothing is left on. And I love not having to carry my heavy technical books around now either! VERY happy with this purchase!!",much contemplation kindle nook went kindle due number kindle book purchases however love choice made wanted able read night without light one fall asleep nothing left love carry heavy technical books around either happy purchase,Positive
"I was in best buy having computer worked on, waiting I saw the Amazon fire 6, and saw the great price and bought it. I have been pleased with the features and user friendly.",best buy computer worked waiting saw amazon fire saw great price bought pleased features user friendly,Neutral
"Bought this for my daughter. She loves it. Wifi connection is great. She mostly uses YouTube and google. Love the easy way to control parental accounts from my account. Very useful. I did buy a cover to put on it, because it's so thin, I was afraid it would break.",bought daughter loves wifi connection great mostly uses youtube google love easy way control parental accounts account useful buy cover put thin afraid would break,Positive
"Fire , it does the job I wanted it to and that is to entertain my kid and myself. Nothing fancy and it does have it's quirks and bugs. Sometimes can be frustrating on response time with touch screen and loading.",fire job wanted entertain kid nothing fancy quirks bugs sometimes frustrating response time touch screen loading,Positive
No glare anywhere--even on the beach! Also you can read in the dark with no problems.,glare anywhereeven beach also read dark problems,Positive
Not bad for an entry level consumer. Decent for kids (with a bumper) and adults that aren't super tech savvy.,bad entry level consumer decent kids bumper adults arent super tech savvy,Positive
Enjoy the performance and size of the television we purchased. We are very satisfied with this product,enjoy performance size television purchased satisfied product,Positive
"Bought this tablet for my mom as a birthday day gift. She loves it. This is her first tablet and shes learning how to use it. I was very impressed with how quick and responsive it was. Also it has an excellent display and runs just like 200+ tablets, Will play all your favorite apps.",bought tablet mom birthday day gift loves first tablet shes learning use impressed quick responsive also excellent display runs like tablets play favorite apps,Positive
"Its a decent tablet for a really good price. it has lots of pre-installed apps, which only a couple are used by my son. He loves taking and editing videos, so the front and rear cameras are essential. Its a nice tablet overall, and I'm sure he and I will like it more once it is completely set up the way we want it.",decent tablet really good price lots preinstalled apps couple used son loves taking editing videos front rear cameras essential nice tablet overall im sure like completely set way want,Positive
Love that I can read inside with the paper white. I replace my originalkindle with this.,love read inside paper white replace originalkindle,Positive
"easy to use. nice sides and easy to read ,, also very easy to load",easy use nice sides easy read also easy load,Positive
I bought these for my niece and nephews for Christmas. They love them! They know how to turn them on and locate an app. I love being able to set time limits so they aren't on their tablets very often! Great investment!,bought niece nephews christmas love know turn locate app love able set time limits arent tablets often great investment,Positive
Granddaughter loves it. She plays on it daily and downloads the games with no problem,granddaughter loves plays daily downloads games problem,Positive
This is the little tablet that could!!!The price is a steal and the speed and function deliver. Not a great camera but functional. Not great for skyping but that aside a real bargain!,little tablet couldthe price steal speed function deliver great camera functional great skyping aside real bargain,Positive
I would definitely recommend this for everyone. It is awesome.,would definitely recommend everyone awesome,Positive
"Initially we purchased the Kids Kindle Fire for our 3 year old. The parental controls and time limitations are super easy to set up. We have a Samsung Galaxy tablet that our 9 year old son uses, but we ended up getting a second Fire for him because it seemed very kid-friendly and I didn't have to worry about any inappropriate content popping up. Lots of good educational apps and games.",initially purchased kids kindle fire year old parental controls time limitations super easy set samsung galaxy tablet year old son uses ended getting second fire seemed kidfriendly didnt worry inappropriate content popping lots good educational apps games,Positive
New Kindle Voyage is a nice upgrade from the basic model. Smaller e reader with a brighter light. So far so good.,new kindle voyage nice upgrade basic model smaller e reader brighter light far good,Positive
"Amazon Fire TV is worth the cost for me , I watch a lot of shows.The game controller and games, not so much. They remind me of the old style joy stick games...sorry I bought that part., its hard to use.",amazon fire tv worth cost watch lot showsthe game controller games much remind old style joy stick gamessorry bought part hard use,Positive
"If your a prime member this is a must have. It does a great job streaming all of your prime media and your personal media. It does a great job with Netflix too, so if your an Amazon fan this is the box for you.",prime member must great job streaming prime media personal media great job netflix amazon fan box,Positive
I bought this for my computer loving 89-year-old dad. Now he can check his emails from his chair rather than having to go into his computer room!,bought computer loving yearold dad check emails chair rather go computer room,Positive
"Super light, the paper white is a huge success and the battery life is as advertised. However, it is so light and small it mandates a protective case-BUT they are never in stock or otherwise available.",super light paper white huge success battery life advertised however light small mandates protective casebut never stock otherwise available,Positive
We got the Alexa on sale for $150 my wife enjoys putting music on whenever she wants I enjoy the information I can get,got alexa sale wife enjoys putting music whenever wants enjoy information get,Positive
"Totally love this product, definitely makes time pass by faster and can take it anywhere",totally love product definitely makes time pass faster take anywhere,Positive
"Easy to set up, sound not bad for a Kitchen Location. Use it everyday!",easy set sound bad kitchen location use everyday,Positive
"This ereader is honestly the best that I could have bought for my first one. Now, I don't actually read often but wanted to buy something to help me read what I do have within my kindle account. I was stuck between getting this and the original kindle. Thankfully, I got this. Mostly because of the textured screen and backlighting. The backlight is what did it for me. I read reviews about the original kindle being hard to read in the dark, and that's when I would be reading the most. If I had seen how hard it really as to read, it would have gone back immediately.The weight is a little heavy for constant reading but nothing to really complain about. The battery life could supposedly last 8 weeks. But, apparently I am a bookworm. I have to charge it every other day with max settings.One thing I am thrilled the most about is the easy of accessing a dictionary or encyclopedia, the notes, and the highlighting. It tells you when others have highlighted other sections of a book I am reading as well. Im not sure if this is in general a feature of the kindle products, but it is extremely useful.Overall , I think this is a great ereader for beginners and bookworms.",ereader honestly best could bought first one dont actually read often wanted buy something help read within kindle account stuck getting original kindle thankfully got mostly textured screen backlighting backlight read reviews original kindle hard read dark thats would reading seen hard really read would gone back immediatelythe weight little heavy constant reading nothing really complain battery life could supposedly last weeks apparently bookworm charge every day max settingsone thing thrilled easy accessing dictionary encyclopedia notes highlighting tells others highlighted sections book reading well im sure general feature kindle products extremely usefuloverall think great ereader beginners bookworms,Positive
"I have loved using Amazon Fire to watch movies and TV shows on Amazon Prime. The user interface is easy to operate, and is even better than Apple TV.",loved using amazon fire watch movies tv shows amazon prime user interface easy operate even better apple tv,Positive
"Simple, everything works no problems. We bought for my mother in law . She loves it.",simple everything works problems bought mother law loves,Positive
I enjoy reading ebooks on this tablet as well as watching videos. It's just so handy to carry around in my purse.,enjoy reading ebooks tablet well watching videos handy carry around purse,Positive
Best buy had the best deal on this item. The echo is great and does that you can imagine.,best buy best deal item echo great imagine,Positive
"I bought these for my nieces at Christmas -- I got an 'echo dot' for myself. These are SO cool. I added a wifi lamp switch. I can turn the light on/off, get the weather report, have music played ... all with my VOICE !! crazy cool ...",bought nieces christmas got echo dot cool added wifi lamp switch turn light onoff get weather report music played voice crazy cool,Positive
"This is the 6th tablet I have purchased. The Kindle Fire tablets are perfect for just about everyone; from my 2 year old grandson to my mother. I purchased this one for my mother, by the way. For her, I thought she could easily access her email and play mind challenging games. WiFi is need to use this, which is great because there are no monthly charges for using this tablet. Also, it must be set up very securely because no security system is needed.",th tablet purchased kindle fire tablets perfect everyone year old grandson mother purchased one mother way thought could easily access email play mind challenging games wifi need use great monthly charges using tablet also must set securely security system needed,Positive
The tablet is good. It is a little slow but I'm not sure if it's my wifi or the tablet. I like that you can add a memory card :),tablet good little slow im sure wifi tablet like add memory card,Positive
"Great streaming device, and at a fantastic price. Forget the fire-stick get the fire-tv",great streaming device fantastic price forget firestick get firetv,Positive
"I bought this as a gift for my friend. I personally own 1 Alexa and 3 echo dots. This product is excellent, easy set up and easy to use. I would recommend this product over google home for one Alexa was the first to come out with this and a lot of tweeks and updates are posted in the email. I have my kitchen lights hooked up to Alexa and can use by dimming out my lights. Hope you will enjoy your Alexa as well as I did mine.",bought gift friend personally alexa echo dots product excellent easy set easy use would recommend product google home one alexa first come lot tweeks updates posted email kitchen lights hooked alexa use dimming lights hope enjoy alexa well mine,Positive
Love the Kindle! Will allow me to travel with my favorite books all in one place,love kindle allow travel favorite books one place,Positive
The Amazon fire tv has a better resolution 4K and it already has most Apps installed on it and you can install your own too. I haven't regretted purchasing this amazing amazon amateur!!!!,amazon fire tv better resolution k already apps installed install havent regretted purchasing amazing amazon amateur,Positive
"Gave this to my dad for his birthday. He loves it. Can play music, keep lists, set timers, and set up my buddy which is awesome. And it only gets better.",gave dad birthday loves play music keep lists set timers set buddy awesome gets better,Positive
The Video quality on this is lacking compared to other streaming devices. In the plus side you can use kodi. I would get a roku if you don't plan on using kodI or a nividi shield if you plan on using kodi.,video quality lacking compared streaming devices plus side use kodi would get roku dont plan using kodi nividi shield plan using kodi,Negative
For the price this tablet can't be beat. My wife mostly uses it 4 reading and Amazon shopping. It does everything she needs it to do. Battery life is very good as well.,price tablet cant beat wife mostly uses reading amazon shopping everything needs battery life good well,Positive
"I purchased the item for $33 and was shocked when I began using it that the battery lasted 10 hours with moderate use, came with 6 months of free newspaper subscription and was preloaded with a lot of features. Its not the fastest in the world and I would prefer more storage, but for the price and considering how well it works I'm giving it 4 stars.",purchased item shocked began using battery lasted hours moderate use came months free newspaper subscription preloaded lot features fastest world would prefer storage price considering well works im giving stars,Positive
"Never thought I would like this, but my wife gave me one for Christmas, and I love it. It is very easy to use and fun.",never thought would like wife gave one christmas love easy use fun,Positive
They are the best choice for everybody in the family i bought for my family and they truly live it and it was a great supper dooper deal.,best choice everybody family bought family truly live great supper dooper deal,Positive
"Awesome battery, does every thing I need it to. I love it.",awesome battery every thing need love,Positive
"Easy to setup and use for basic everyday use. Haven't gotten into lights and more advanced uses, but all in all very satisfied for the price",easy setup use basic everyday use havent gotten lights advanced uses satisfied price,Positive
"Lots of cool features, especially enjoy the shopping list feature.",lots cool features especially enjoy shopping list feature,Positive
So far so good. Display is not as bright or clear as my iPhone but then again I only paid 30 dollars for the tablet,far good display bright clear iphone paid dollars tablet,Neutral
"Works great for anything from games to movies, nice big screen to enjoy anything you are doing with it.",works great anything games movies nice big screen enjoy anything,Positive
Amazon kindle is a very good to keep yourself busy with a good book.,amazon kindle good keep busy good book,Positive
My kids like down games and play with. It is for young children if you dont want spent a lot of money,kids like games play young children dont want spent lot money,Neutral
This Tablet is awesome. Easy to set up and navigate.Compact. Easy to hold.,tablet awesome easy set navigatecompact easy hold,Positive
"I purchased this for my 4 year old to play. It was not as user friendly as described and VERY slow. It keeps pausing and freezing up, which is frustrating for anyone using it. I was told that I would receive 20 off of the prime subscription, however, that was not offered when registering this product. It may be good for some, but it was not a good fit for us.",purchased year old play user friendly described slow keeps pausing freezing frustrating anyone using told would receive prime subscription however offered registering product may good good fit us,Neutral
We have enjoyed this product especially during the holidays.,enjoyed product especially holidays,Positive
"This was a gift for my 7 year old granddaughter, so I have no input for this product.She seems happy with it.",gift year old granddaughter input productshe seems happy,Positive
Main reason for getting the Amazon TV was for better streaming experience of PlayStation Vue. The Amazon Fire TV handles Vue streaming w/o issues and the interface is very easy and user friendly. I also like the ability to root the device for third party apps.,main reason getting amazon tv better streaming experience playstation vue amazon fire tv handles vue streaming wo issues interface easy user friendly also like ability root device third party apps,Positive
"Got this for my 70 year old mother for Christmas. She is intimidated by most tech but wanted easy internet access. Got her the Alexa along with the 8"" kindle. It was very easy to set up and easy to teach her how to use it. The speaker quality is really very good....much better then I expected. Streaming music and basic info requests are very simple. Not sure if this unit will get to all it's capabilities but it's just what we needed to get some tech into mom's house. Only down side is now I think I need one at home too!",got year old mother christmas intimidated tech wanted easy internet access got alexa along kindle easy set easy teach use speaker quality really goodmuch better expected streaming music basic info requests simple sure unit get capabilities needed get tech moms house side think need one home,Positive
"Alexa is super easy to set up. Works great even if you're not a Amazon Prime member, but if you have Prime the added benefits are awesome! I added this to my echo dot.",alexa super easy set works great even youre amazon prime member prime added benefits awesome added echo dot,Positive
My Alexa is so awesome. While cleaning the house it's so easy just to say Alexa play Without having to stop and search for the song in your playlist or choose and pick which songs you want. My housework can get done so much quicker now and is much more enjoyable.,alexa awesome cleaning house easy say alexa play without stop search song playlist choose pick songs want housework get done much quicker much enjoyable,Positive
"nice and compact. user friendly, works well in low light",nice compact user friendly works well low light,Positive
Fantastic streaming device with plenty of options. Love the voice controlling remote!,fantastic streaming device plenty options love voice controlling remote,Positive
Highly recommended.Good quality product very good for streaming your favorite shows and movies.,highly recommendedgood quality product good streaming favorite shows movies,Positive
The tablets are cheap and can do alot I've bought many cheap tablets before that weren't good,tablets cheap alot ive bought many cheap tablets werent good,Positive
I use it for downloading and reading books. It is the perfect size for this purpose. It is also very light.,use downloading reading books perfect size purpose also light,Positive
I also own one. They are great easy to. I got my four grand daughters one they love them.,also one great easy got four grand daughters one love,Positive
"Amazon Fire HD 8 Tablet: With a vivid 8 touch screen and access to Amazon Underground, this tablet makes it easy to watch movies, play games or catch up on your reading with personalized recommendations. Cloud storage offers simple access to your content from anywhere.",amazon fire hd tablet vivid touch screen access amazon underground tablet makes easy watch movies play games catch reading personalized recommendations cloud storage offers simple access content anywhere,Positive
I am amazed by the touch quality and the feel of the page turning.,amazed touch quality feel page turning,Positive
"I bought it for a kid. I asked her about and she said she like it! In add, it is not expensive.",bought kid asked said like add expensive,Positive
The ECHO is really easy to set and use. I am surprised at the quality of sound.,echo really easy set use surprised quality sound,Positive
"I really enjoy my Alexa. I use it for news briefs, listening to music and a playing games",really enjoy alexa use news briefs listening music playing games,Positive
Purchased this for voice command capabilities which work great. Great product.,purchased voice command capabilities work great great product,Positive
Great for games and information on daily events and weather,great games information daily events weather,Positive
I need more learning but I'm coming along.Sirii is better. Music is great on the echo.,need learning im coming alongsirii better music great echo,Positive
Easy to set. Easy to use. So glad I upgraded my Fire Stick to the Fire Tv box.,easy set easy use glad upgraded fire stick fire tv box,Positive
Best e reader yet ! The new voyage is much better then the first Paperwhite which was great !,best e reader yet new voyage much better first paperwhite great,Positive
"I bought this for my kids, 5 and 9. I wanted to get them a tablet but still restrict what they could do. This tablet has fantastic parental controls. I opted to include the FreeTime membership and that puts them into a kid-specific app center where they just click and play without the visible hassle of downloading, fees, and ads. It's been very sturdy with the 5 year old. Overall I am extremely satisfied for a kids tablet. Not sure I would buy one for me personally, but great for kids.",bought kids wanted get tablet still restrict could tablet fantastic parental controls opted include freetime membership puts kidspecific app center click play without visible hassle downloading fees ads sturdy year old overall extremely satisfied kids tablet sure would buy one personally great kids,Positive
"The vacation house we rented for a week this summer had an Echo Dot. We didn't know what it was until it started talking to us as we must have activated it somehow. After our shock, we found that it played music, told jokes, and was in general, fun to use. So, we we arrived home, we began exploring what the Echo could do. Wow. It is amazing. We have been Amazon Prime members for many years and this is a logical extension of the Amazon ecosystem. I think most folks who use Prime will be pleasantly surprised by what it can do. However, not everyone likes it. My son-in-law says its creepy to have something listening to you in your home. So, most folks will have to get over that. For the price, it's well worth it to explore the future of technology!",vacation house rented week summer echo dot didnt know started talking us must activated somehow shock found played music told jokes general fun use arrived home began exploring echo could wow amazing amazon prime members many years logical extension amazon ecosystem think folks use prime pleasantly surprised however everyone likes soninlaw says creepy something listening home folks get price well worth explore future technology,Positive
"It is an ok tablet. As I am using it, I lose my page quite often and have to go back to find it again. Also, I lose internet connection or am unable to connect at all. For the money, I find it acceptable but not ideal.",ok tablet using lose page quite often go back find also lose internet connection unable connect money find acceptable ideal,Negative
It is Great I Love It Got Rid Of Cable With The Fire Tv .,great love got rid cable fire tv,Positive
This is a great tablet at a great price! We bought a number of them as raffle prizes for our employee appreciation party and everybody loved them!,great tablet great price bought number raffle prizes employee appreciation party everybody loved,Positive
"Great tablet and its price for it, it's awesome my kids love it and it keeps them entertained.",great tablet price awesome kids love keeps entertained,Positive
Replaced original paper white with this new model and the recipient just loves it!!,replaced original paper white new model recipient loves,Positive
"I was somewhat skeptical about getting this tablet, and especially for that low of a price. But no later than 1 week I went back and purchased another one for my wife. This Amazon Kindle Fire is awesome.",somewhat skeptical getting tablet especially low price later week went back purchased another one wife amazon kindle fire awesome,Positive
We love this device it controls the lights in home,love device controls lights home,Positive
"The Amazon - Fire TV with Alexa Voice Remote is a great product. The setup is easy. I do advise you to set up an Amazon account prior to make the setup easy. I am an Amazon Prime Member, but it's not necessary to use the fireTV. I also purchased the fireTV stick for a 2nd bedroom. I will tell you though, the FireTV is worth the extra money. Not only is the FireTV still small, but it has 4k definition and you can use Ethernet and Wi-Fi. The biggest difference between this and the Fire Stick is that fireTv has expandable memory, excellent to add photos, apps, movies etc. The app store on the device also has games you can play on the fire tv and for an extra $40 you can get a remote that looks like an xbox controller.",amazon fire tv alexa voice remote great product setup easy advise set amazon account prior make setup easy amazon prime member necessary use firetv also purchased firetv stick nd bedroom tell though firetv worth extra money firetv still small k definition use ethernet wifi biggest difference fire stick firetv expandable memory excellent add photos apps movies etc app store device also games play fire tv extra get remote looks like xbox controller,Positive
"Love the device, especially to read in the dark without disturbing my wife with the lights.",love device especially read dark without disturbing wife lights,Positive
I upgraded from a 7 to an 8 inch. What a difference. Totally satisfied would recommend this to everyone I know,upgraded inch difference totally satisfied would recommend everyone know,Positive
"I got this tablet for my 7 yr. old daughter, for the price its very good. Its the perfect size for small children.",got tablet yr old daughter price good perfect size small children,Positive
"I've had a Kindle since they first came out and was happy to get one with a backlit screen. I like the WiFi and the 3G because I like the freedom of downloading books and newspapers while in the car, at the beach, by the pool when another guest recommends a new book. I still haven,t figured out some of the buttons, and because it is smaller I am always turning the page. I have adjusted the font and how far apart the lines are, but it still seems like I'm doing more page turning.",ive kindle since first came happy get one backlit screen like wifi g like freedom downloading books newspapers car beach pool another guest recommends new book still havent figured buttons smaller always turning page adjusted font far apart lines still seems like im page turning,Positive
Simple tablet for beginners. Has everything you neef.,simple tablet beginners everything neef,Positive
Love the new look and feel of my new Kindle Voyage. I especially love how it adjusts the reading light automatically.,love new look feel new kindle voyage especially love adjusts reading light automatically,Positive
"I dearly love my Alexa, She is able to give me the latest weather update. along with other very useful commands. Plus she can make me laugh on a regular basis.",dearly love alexa able give latest weather update along useful commands plus make laugh regular basis,Positive
Absolutely the best purchase I have made this year.,absolutely best purchase made year,Positive
"It took me a while to break down and finally buy a digital book, I'm a big fan of paper books. I love the Kindle so far! I wanted an eReader that I could only read books on, no apps or games, that's what my phone is for, and so far I am very happy :)",took break finally buy digital book im big fan paper books love kindle far wanted ereader could read books apps games thats phone far happy,Positive
Best thing for me!! Does everything I want it to !,best thing everything want,Positive
Love Echo for streaming music and trivia and weather reports. Very entertaining,love echo streaming music trivia weather reports entertaining,Positive
This unit has a speaker built-in. The bullet has to be connected to an external source in order for it to obey the commands. Great purchase,unit speaker builtin bullet connected external source order obey commands great purchase,Positive
"Great streaming device with a lot of options to watch, highly recommended and super easy to install and use",great streaming device lot options watch highly recommended super easy install use,Positive
Nice price drop to $139.00. Admittedly a device that makes your prime membership much more sticky but love accessing prime music through it,nice price drop admittedly device makes prime membership much sticky love accessing prime music,Positive
"I got this tablet for my godson who loves videos, didn't want to spend to much and this was the perfect tablet for the price $33, great product great price.",got tablet godson loves videos didnt want spend much perfect tablet price great product great price,Positive
"I love my new Kindle! I have owned them all and each one improves on the last. It's a great way to read! I have the origami book cover as well and did not expect to like it but actually, I love it!",love new kindle owned one improves last great way read origami book cover well expect like actually love,Positive
Great device. Much faster than the Amazon fire stick.,great device much faster amazon fire stick,Positive
Awesome for the price perfect for little ones if you don't want to worry about them cracking the screen or dropping the product and paying a lot of money,awesome price perfect little ones dont want worry cracking screen dropping product paying lot money,Positive
Keyboard is a must for ease of use. Sometimes apps don't want to close.,keyboard must ease use sometimes apps dont want close,Positive
The sound is amazing and it lives up to all the hype.,sound amazing lives hype,Positive
I bought this tablet for my mom and she loves it!!! Very easy to use.,bought tablet mom loves easy use,Positive
"Very easy for my child to navigate. It was very easy to set it up. All the games, books and internet that's pre-loaded is awesome and so convenient",easy child navigate easy set games books internet thats preloaded awesome convenient,Positive
Amazon-Fire was instrumental in providing us a quality HD picture to our TV!,amazonfire instrumental providing us quality hd picture tv,Positive
"You get the most out of this if you have prime. Prime music is great with this, you may want to expand the memory with a card though.",get prime prime music great may want expand memory card though,Positive
Love my kindle! Works better than expected! Kindle is much faster than my old tablet!,love kindle works better expected kindle much faster old tablet,Positive
"So far I'm enjoying it but I do miss my wireless headset receiver on the Roku 3 remote remote.I switched because im able to put Kodi on the Fire TV, you cannot on Roku 3",far im enjoying miss wireless headset receiver roku remote remotei switched im able put kodi fire tv cannot roku,Positive
Great for kids. Has many applications that can help kids learn more and easier,great kids many applications help kids learn easier,Positive
"My kids love it and use it for everything, including their homework. It is really a great companion.",kids love use everything including homework really great companion,Positive
Love that you can ask anything and she responds right! Great product! Buying another one as we speak!,love ask anything responds right great product buying another one speak,Positive
"This is a full featured tablet at a remarkable price. I have used this tablet on a daily basis and not been disappointed. The only shortcoming I have found is that tablet cases cannot put the tablet to sleep or wake it when the cover is closed or opened. Given the price, however, I really have no problem with that omission.",full featured tablet remarkable price used tablet daily basis disappointed shortcoming found tablet cases cannot put tablet sleep wake cover closed opened given price however really problem omission,Positive
It's silly these aren't provided with the purchase of a Kindle. Super expensive.,silly arent provided purchase kindle super expensive,Negative
work great sounds good work fast Good 4k tv you can add more thing,work great sounds good work fast good k tv add thing,Positive
Great product for the money. My family and I are enjoying it.,great product money family enjoying,Positive
Bought three of these during the Black Friday sale for family gifts. Everyone loved them. Cheap and fun little tablet to have.,bought three black friday sale family gifts everyone loved cheap fun little tablet,Positive
"There will be a learning curve when you take it out of the box. Once you learn the correct way to say a command, it is nice unit to use. And those jokes - they're groaners that will bring a smile to your face. Sleep timer is a nice feature. ""Alexa"" does not like it when you speak in a loud voice - you must talk to her in a normal voice.",learning curve take box learn correct way say command nice unit use jokes theyre groaners bring smile face sleep timer nice feature alexa like speak loud voice must talk normal voice,Positive
Amazon Tap.. got it on Black Friday sale.. But so far feel not as easy as I think to use.. But if you just use as Bluetooth speaker and sound is good.. Maybe just have to learn how to use it more..,amazon tap got black friday sale far feel easy think use use bluetooth speaker sound good maybe learn use,Neutral
Purchased tab for my kids and they love it thus far. They play games on it and it works great.,purchased tab kids love thus far play games works great,Positive
Amazon Tap is awesome! Very happy with the purchase!,amazon tap awesome happy purchase,Positive
"Very happy with my purchase, found exactly what I was looking for when I walked in to the store.",happy purchase found exactly looking walked store,Positive
"We are using Alexa for many daily chores, music, weather, radio etc.",using alexa many daily chores music weather radio etc,Positive
I'm constantly using this to watch movies almost replaced the need for cable.,im constantly using watch movies almost replaced need cable,Positive
"I bought this kindle for my 6 year old and he loves it. It is a great buy for the price. I also purchased the micro SD card and expanded the storage for my son's games and music. It is a bit different than my Kindle Fire and a little harder for me to get used to, but he loves it. I highly recommend it.",bought kindle year old loves great buy price also purchased micro sd card expanded storage sons games music bit different kindle fire little harder get used loves highly recommend,Positive
Still exploring all the things we can do with it. I enjoy listening to radio on it.,still exploring things enjoy listening radio,Positive
"I am no stranger to amazon tablet a must have, for the budget buyer can't go wrong :)",stranger amazon tablet must budget buyer cant go wrong,Positive
"What a great product! Easy to set up and a great ""assistant""!",great product easy set great assistant,Positive
Decent tablet for the price. Economic tablet for easy browsing.,decent tablet price economic tablet easy browsing,Positive
